no_of_locations,no_of_conditions,enrollment,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,total_dropout_rate,no_of_primary_outcomes,no_of_secondary_outcomes,has_result,phase_MISSING,phase_PHASE1,phase_PHASE2,phase_PHASE3,phase_PHASE4,sponsor_FED,sponsor_INDIV,sponsor_INDUSTRY,sponsor_NIH,sponsor_OTHER,sponsor_OTHER_GOV,allocation_encoded,intervention_model_CROSSOVER,intervention_model_FACTORIAL,intervention_model_PARALLEL,intervention_model_SEQUENTIAL,intervention_model_SINGLE_GROUP,masking_DOUBLE,masking_NONE,masking_QUADRUPLE,masking_TRIPLE,male,female,trail_length
2,1,39,4,4,0,0,0,0,0,0,1,0,0,0,0,18,70,0,2,9,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,554
15,1,361,2,4,0,0,0,0,0,0,1,0,0,0,0,20,69,3,1,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,904
32,1,814,2,2,0,0,0,0,0,0,1,0,0,0,0,18,80,19,1,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1150
6,1,153,1,1,0,0,0,0,0,0,1,0,0,0,0,20,69,7,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1506
57,1,567,2,0,0,0,2,0,0,0,1,0,0,0,0,18,75,0,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1584
1,1,10,6,3,0,1,0,0,0,0,1,0,0,0,0,18,60,0,3,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2234
5,1,61,4,6,0,0,0,0,0,0,1,0,0,0,0,20,120,15,6,9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,528
7,1,46,5,1,0,0,0,0,0,0,1,0,0,0,0,10,65,2,3,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1999
21,1,94,2,1,0,0,0,0,0,1,1,0,0,0,0,18,90,5,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1760
3,1,50,2,2,0,0,0,0,0,0,1,0,0,0,0,18,65,0,8,7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2570
43,1,205,4,2,0,0,0,0,0,0,1,0,0,0,0,18,75,0,1,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,665
32,1,187,1,2,0,0,0,0,0,0,1,0,0,0,0,18,69,18,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,830
1,1,531,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,9,2,9,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1643
60,1,247,6,2,0,0,0,0,0,0,1,0,0,0,0,18,70,15,1,13,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,946
1,1,14,4,2,0,0,0,0,0,0,1,0,0,0,0,18,65,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,539
9,1,196,1,1,0,0,0,0,0,0,1,0,0,0,0,18,69,12,5,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1558
83,1,412,6,2,0,0,0,0,0,0,1,0,0,0,0,18,75,0,1,22,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1087
1,1,120,2,2,0,0,0,0,0,0,1,0,0,0,0,20,80,12,3,24,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,738
3,1,51,5,3,0,0,0,0,0,0,1,0,0,0,0,18,99,4,2,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2331
1,1,36,3,3,0,0,0,0,0,0,1,0,0,0,0,18,65,0,1,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,543
1,1,427,2,7,0,0,0,0,0,0,1,0,0,0,0,18,78,21,3,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2626
27,1,291,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,5,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,923
93,1,1441,4,4,0,0,0,0,0,0,1,0,0,0,0,18,69,5,1,43,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1905
30,1,270,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,0,1,7,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1582
1,1,45,2,3,0,0,0,0,0,0,1,0,0,0,0,18,75,11,4,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1599
93,1,518,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,19,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1654
7,1,1299,2,2,0,0,0,0,0,0,1,0,0,0,0,20,69,10,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1064
1,1,438,5,5,0,0,0,0,0,0,1,0,0,0,0,29,87,0,1,56,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,411
129,1,961,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,3,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1337
54,1,406,4,2,0,0,0,0,0,0,1,0,0,0,0,18,69,0,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1512
7,1,139,1,2,0,0,0,0,0,0,1,0,0,0,0,20,69,10,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1217
1,1,108,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,5,1,13,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1114
18,1,92,3,4,0,0,0,0,0,0,1,0,0,0,0,18,69,4,1,9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1078
66,1,521,4,2,0,0,0,0,0,0,1,0,0,0,0,18,69,4,1,53,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1806
2,1,20,1,1,0,0,0,0,0,0,1,0,0,0,0,18,70,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2887
20,1,417,5,2,0,0,0,0,0,0,1,0,0,0,0,18,79,8,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1439
109,1,375,6,6,0,0,0,0,0,0,1,0,0,0,0,18,75,0,1,26,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4681
1,1,380,2,4,0,0,0,0,0,0,1,0,0,0,0,18,69,10,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2941
9,1,80,2,2,0,0,0,0,0,0,1,0,0,0,0,18,75,25,3,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1101
44,1,493,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,8,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1035
57,1,420,2,2,0,0,0,0,0,0,1,0,0,0,0,18,85,13,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1686
1,1,480,2,4,0,0,0,0,0,0,1,0,0,0,0,65,85,16,4,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2444
1,1,54,2,0,0,0,0,0,1,1,1,0,0,0,0,40,77,4,3,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,2732
122,1,1444,4,2,0,0,0,0,0,0,1,0,0,0,0,18,69,8,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1032
1,2,12,2,1,0,0,0,0,0,0,1,0,0,0,0,60,80,25,5,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1452
156,1,1369,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,10,1,19,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2320
3,1,61,2,2,0,0,0,0,0,0,1,0,0,0,0,18,80,18,11,10,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1029
1,1,24,2,2,0,0,0,0,0,0,1,0,0,0,0,18,70,0,10,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3640
1242,1,19271,2,2,0,0,0,0,0,0,1,0,0,0,0,50,130,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2298
1,1,480,6,6,0,0,0,0,0,0,1,0,0,0,0,20,69,5,1,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,411
1,1,184,2,2,0,0,1,0,0,0,1,0,0,0,0,20,69,0,5,8,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1064
1,1,40,1,1,0,0,0,0,0,0,1,0,0,0,0,20,69,7,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1611
2,1,48,8,2,0,0,0,0,0,0,1,0,0,0,0,18,65,0,8,10,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,452
1,1,16,2,0,0,0,0,1,0,1,1,0,0,0,0,18,69,28,2,4,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,449
181,1,1606,3,1,0,0,0,0,0,0,1,0,0,0,0,18,69,6,1,38,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1148
1,1,12,6,5,0,0,0,0,0,0,1,0,0,0,0,18,64,0,3,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1541
70,1,399,3,2,0,0,0,0,0,0,1,0,0,0,0,18,69,11,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1702
1,1,56,1,0,0,0,0,1,0,0,1,0,0,0,0,18,99,0,3,12,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,681
21,1,506,6,4,0,0,0,0,0,0,1,0,0,0,0,18,75,8,1,11,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,747
1,1,512,3,0,3,0,0,0,0,0,1,0,0,0,0,18,69,4,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1977
1,1,30,4,2,0,0,0,0,0,0,1,0,0,0,0,18,70,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1559
86,1,716,3,4,0,0,0,0,0,0,1,0,0,0,0,55,80,27,1,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1670
56,1,312,2,2,0,0,0,0,0,0,1,0,0,0,0,20,69,5,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1810
9,1,78,2,1,0,0,0,0,0,1,1,0,0,0,0,18,75,26,1,12,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1446
57,1,218,2,3,0,0,0,0,0,0,1,0,0,0,0,18,75,18,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1033
80,1,413,8,3,0,0,0,0,0,0,1,0,0,0,0,18,75,20,1,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1093
1,1,122,3,2,0,0,0,0,0,0,1,0,0,0,0,25,69,21,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3337
1,1,30,2,1,0,0,0,0,0,1,1,0,0,0,0,18,130,0,3,24,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,459
163,1,361,2,1,0,0,0,0,0,0,1,0,0,0,0,18,75,32,1,17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3366
41,1,628,2,4,0,0,0,0,0,0,1,0,0,0,0,18,69,0,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,973
157,1,250,2,2,0,0,0,0,0,0,1,0,0,0,0,18,70,16,1,18,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3742
6,1,383,5,5,0,0,0,0,0,0,1,0,0,0,0,20,80,6,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1640
3,1,224,4,2,0,0,0,0,0,0,1,0,0,0,0,20,69,11,1,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,775
103,1,505,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,9,1,7,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1132
72,1,245,6,2,0,0,0,0,0,0,1,0,0,0,0,18,64,11,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,802
1,1,5,2,0,2,0,0,0,0,0,1,0,0,0,0,18,64,0,10,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,896
1,1,151,2,3,0,0,0,0,0,0,1,0,0,0,0,18,89,1,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1633
208,1,1842,3,1,0,0,0,0,0,0,1,0,0,0,0,18,69,10,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,787
7,1,47,4,2,0,0,0,0,0,0,1,0,0,0,0,18,75,0,1,15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1337
16,1,277,4,2,0,0,0,0,0,0,1,0,0,0,0,18,75,4,1,6,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,4534
61,1,466,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,11,1,18,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2158
1,1,63,4,2,0,0,0,0,0,0,1,0,0,0,0,18,65,2,3,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1761
4,1,71,1,2,0,0,0,0,0,0,1,0,0,0,0,20,69,11,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1680
50,1,292,4,2,0,0,0,0,0,0,1,0,0,0,0,20,69,8,1,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2284
7,1,146,2,3,0,0,0,0,0,0,1,0,0,0,0,20,69,4,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,797
18,1,129,2,2,0,0,0,0,0,0,1,0,0,0,0,65,69,8,1,8,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1324
1,1,33,2,2,0,0,0,0,0,0,1,0,0,0,0,18,65,9,3,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2113
1,1,288,3,3,0,0,0,0,0,0,1,0,0,0,0,26,64,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,322
9,1,96,4,4,0,0,0,0,0,0,1,0,0,0,0,18,69,15,1,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1346
90,1,1554,12,4,0,0,0,0,0,0,1,0,0,0,0,18,80,21,2,154,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2468
7,1,235,2,0,2,0,0,1,0,1,1,0,0,0,0,18,69,0,9,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1120
1,1,312,3,3,0,0,0,0,0,0,1,0,0,0,0,20,64,4,1,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,322
64,1,279,3,4,0,0,0,0,0,0,1,0,0,0,0,18,80,10,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1233
1,1,530,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,17,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3389
23,1,210,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,10,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1909
1,1,79,2,0,1,0,0,0,0,0,1,0,0,0,0,30,69,11,6,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,864
1,1,148,2,3,0,0,0,0,0,0,1,0,0,0,0,20,69,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1265
13,1,231,2,3,0,0,0,0,0,0,1,0,0,0,0,18,70,3,2,14,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1453
18,1,124,1,1,0,0,0,0,0,0,1,0,0,0,0,18,69,11,1,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,914
1,1,77,1,2,0,0,0,0,0,0,1,0,0,0,0,20,69,5,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1039
136,1,334,3,2,0,0,0,0,0,1,1,0,0,0,0,18,70,14,1,17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3935
1,1,53,2,2,0,0,0,0,0,0,1,0,0,0,0,20,75,2,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1319
61,1,154,3,2,0,0,0,0,0,0,1,0,0,0,0,10,17,0,1,15,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2035
25,1,678,3,5,0,0,0,0,0,0,1,0,0,0,0,18,80,4,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1035
1,1,336,2,2,0,0,0,0,0,0,1,0,0,0,0,33,88,0,1,30,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,322
1,1,642,2,6,0,0,0,0,0,0,1,0,0,0,0,18,69,6,3,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1933
91,1,807,3,4,0,0,0,0,0,0,1,0,0,0,0,18,69,19,1,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1703
25,1,484,2,2,0,0,0,0,0,0,1,0,0,0,0,30,80,12,1,11,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1180
17,1,471,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,9,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1168
1,1,178,2,3,0,0,0,0,0,0,1,0,0,0,0,20,69,0,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1923
46,1,167,5,2,0,0,0,0,0,0,1,0,0,0,0,18,75,9,1,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2217
19,1,137,3,2,0,0,0,0,0,0,1,0,0,0,0,18,75,26,1,28,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3494
101,1,884,3,3,0,0,0,0,0,0,1,0,0,0,0,18,69,19,1,29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1498
30,1,737,3,4,0,0,0,0,0,0,1,0,0,0,0,18,69,8,1,20,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2606
1,1,53,2,2,0,0,0,0,0,0,1,0,0,0,0,20,75,26,2,7,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1042
8,1,49,2,4,0,0,0,0,0,0,1,0,0,0,0,18,115,4,2,27,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,811
42,1,72,2,2,0,0,0,0,0,0,1,0,0,0,0,10,24,0,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2131
1,1,532,2,2,0,0,0,0,0,0,1,0,0,0,0,18,79,16,2,9,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,794
5,1,50,2,4,0,0,0,0,0,1,1,0,0,0,0,30,70,12,6,14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1273
3,1,113,2,2,0,0,0,0,0,0,1,0,0,0,0,18,80,33,1,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1222
137,1,1186,5,3,0,0,0,0,0,0,1,0,0,0,0,18,75,10,1,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1557
42,1,301,6,6,0,0,0,0,0,0,1,0,0,0,0,18,70,18,1,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,698
1,1,24,3,3,0,0,0,0,0,0,1,0,0,0,0,20,75,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4453
11,1,27,3,3,0,0,0,0,0,0,1,0,0,0,0,10,17,0,5,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,828
76,1,1117,2,2,0,0,0,0,0,0,1,0,0,0,0,18,85,18,1,14,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1281
5,1,64,2,3,0,0,0,0,0,0,1,0,0,0,0,19,54,0,2,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,804
1,1,75,2,2,0,0,0,0,0,0,1,0,0,0,0,18,100,21,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1458
59,1,261,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,18,1,16,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,2942
141,1,933,4,6,0,0,0,0,0,0,1,0,0,0,0,18,69,0,1,10,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,976
1,1,230,3,3,0,0,0,0,0,0,1,0,0,0,0,33,85,6,1,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,411
3,1,82,2,5,0,0,0,0,0,0,1,0,0,0,0,18,70,2,1,18,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,702
76,1,353,2,2,0,0,0,0,0,0,1,0,0,0,0,18,69,18,1,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1098
1,1,517,2,2,0,0,0,0,0,0,1,0,0,0,0,18,78,20,1,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3522
3,1,68,2,2,0,0,0,0,0,0,1,0,0,0,0,18,70,0,1,9,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1950
3,1,29,2,1,0,0,1,0,0,0,1,0,0,0,0,18,75,0,2,4,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1158
24,1,219,3,2,0,0,0,0,0,0,1,0,0,0,0,18,75,3,1,8,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1147
78,1,810,3,4,0,0,0,0,0,0,1,0,0,0,0,18,69,11,1,25,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1787
48,1,269,3,3,0,0,0,0,0,0,1,0,0,0,0,20,74,9,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1141
1,1,576,4,4,0,0,0,0,0,0,1,0,0,0,0,20,64,0,1,30,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,479
210,1,2274,2,3,0,0,0,0,0,0,1,0,0,0,0,18,69,0,1,24,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1505
1,1,179,2,2,0,0,0,0,0,0,1,0,0,0,0,33,85,0,1,59,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,411
2,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,20,65,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1875
34,1,262,4,2,0,0,0,0,0,0,1,0,0,0,0,18,69,11,1,15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2475
1,1,203,2,2,0,0,0,0,0,0,1,0,0,0,0,20,75,5,1,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1546
89,1,978,4,5,0,0,0,0,0,0,1,0,0,0,0,18,69,12,1,46,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1805
